PassengerId,Pclass,Age,Sex,Fare,SibSp,Parch,Embarked
185,1,28.0,0,50.0,0,0,0
186,3,28.0,1,15.5,1,0,2
187,1,45.0,0,26.55,0,0,0
188,3,40.0,0,15.5,1,1,2
189,3,36.0,0,7.8958,0,0,0
190,2,32.0,1,13.0,0,0,0
191,2,19.0,0,13.0,0,0,0
192,3,19.0,1,7.8542,1,0,0
193,2,3.0,0,26.0,1,1,0
194,1,44.0,1,27.7208,0,0,1
195,1,58.0,1,146.5208,0,0,1
196,3,28.0,0,7.75,0,0,2
197,3,42.0,0,8.4042,0,1,0
198,3,28.0,1,7.75,0,0,2
199,2,24.0,1,13.0,0,0,0
200,3,28.0,0,9.5,0,0,0
201,3,28.0,0,69.55,8,2,0
202,3,34.0,0,6.4958,0,0,0
203,3,45.5,0,7.225,0,0,1
204,3,18.0,0,8.05,0,0,0
205,3,2.0,1,10.4625,0,1,0
206,3,32.0,0,15.85,1,0,0
207,3,26.0,0,18.7875,0,0,1
208,3,16.0,1,7.75,0,0,2
209,1,40.0,0,31.0,0,0,1
210,3,24.0,0,7.05,0,0,0
211,2,35.0,1,21.0,0,0,0
212,3,22.0,0,7.25,0,0,0
213,2,30.0,0,13.0,0,0,0
214,3,28.0,0,7.75,1,0,2
215,1,31.0,1,113.275,1,0,1
216,3,27.0,1,7.925,0,0,0
217,2,42.0,0,27.0,1,0,0
218,1,32.0,1,76.2917,0,0,1
219,2,30.0,0,10.5,0,0,0
220,3,16.0,0,8.05,0,0,0
221,2,27.0,0,13.0,0,0,0
222,3,51.0,0,8.05,0,0,0
223,3,28.0,0,7.8958,0,0,0
224,1,38.0,0,90.0,1,0,0
225,3,22.0,0,9.35,0,0,0
226,2,19.0,0,10.5,0,0,0
227,3,20.5,0,7.25,0,0,0
228,2,18.0,0,13.0,0,0,0
229,3,28.0,1,25.4667,3,1,0
230,1,35.0,1,83.475,1,0,0
231,3,29.0,0,7.775,0,0,0
232,2,59.0,0,13.5,0,0,0
233,3,5.0,1,31.3875,4,2,0
234,2,24.0,0,10.5,0,0,0
235,3,28.0,1,7.55,0,0,0
236,2,44.0,0,26.0,1,0,0
237,2,8.0,1,26.25,0,2,0
238,2,19.0,0,10.5,0,0,0
239,2,33.0,0,12.275,0,0,0
240,3,28.0,1,14.4542,1,0,1
241,3,28.0,1,15.5,1,0,2
242,2,29.0,0,10.5,0,0,0
243,3,22.0,0,7.125,0,0,0
244,3,30.0,0,7.225,0,0,1
245,1,44.0,0,90.0,2,0,2
246,3,25.0,1,7.775,0,0,0
247,2,24.0,1,14.5,0,2,0
248,1,37.0,0,52.5542,1,1,0
249,2,54.0,0,26.0,1,0,0
250,3,28.0,0,7.25,0,0,0
251,3,29.0,1,10.4625,1,1,0
252,1,62.0,0,26.55,0,0,0
253,3,30.0,0,16.1,1,0,0
254,3,41.0,1,20.2125,0,2,0
255,3,29.0,1,15.2458,0,2,1
256,1,28.0,1,79.2,0,0,1
257,1,30.0,1,86.5,0,0,0
258,1,35.0,1,512.3292,0,0,1
259,2,50.0,1,26.0,0,1,0
260,3,28.0,0,7.75,0,0,2
261,3,3.0,0,31.3875,4,2,0
262,1,52.0,0,79.65,1,1,0
263,1,40.0,0,0.0,0,0,0
264,3,28.0,1,7.75,0,0,2
265,2,36.0,0,10.5,0,0,0
266,3,16.0,0,39.6875,4,1,0
267,3,25.0,0,7.775,1,0,0
268,1,58.0,1,153.4625,0,1,0
269,1,35.0,1,135.6333,0,0,0
270,1,28.0,0,31.0,0,0,0
271,3,25.0,0,0.0,0,0,0
272,2,41.0,1,19.5,0,1,0
273,1,37.0,0,29.7,0,1,1
274,3,28.0,1,7.75,0,0,2
275,1,63.0,1,77.9583,1,0,0
276,3,45.0,1,7.75,0,0,0
277,2,28.0,0,0.0,0,0,0
278,3,7.0,0,29.125,4,1,2
279,3,35.0,1,20.25,1,1,0
280,3,65.0,0,7.75,0,0,2
281,3,28.0,0,7.8542,0,0,0
282,3,16.0,0,9.5,0,0,0
283,3,19.0,0,8.05,0,0,0
284,1,28.0,0,26.0,0,0,0
285,3,33.0,0,8.6625,0,0,1
286,3,30.0,0,9.5,0,0,0
287,3,22.0,0,7.8958,0,0,0
288,2,42.0,0,13.0,0,0,0
289,3,22.0,1,7.75,0,0,2
290,1,26.0,1,78.85,0,0,0
291,1,19.0,1,91.0792,1,0,1
292,2,36.0,0,12.875,0,0,1
293,3,24.0,1,8.85,0,0,0
294,3,24.0,0,7.8958,0,0,0
295,1,28.0,0,27.7208,0,0,1
296,3,23.5,0,7.2292,0,0,1
297,1,2.0,1,151.55,1,2,0
298,1,28.0,0,30.5,0,0,0
299,1,50.0,1,247.5208,0,1,1
300,3,28.0,1,7.75,0,0,2
301,3,28.0,0,23.25,2,0,2
302,3,19.0,0,0.0,0,0,0
303,2,28.0,1,12.35,0,0,2
304,3,28.0,0,8.05,0,0,0
305,1,0.92,0,151.55,1,2,0
306,1,28.0,1,110.8833,0,0,1
307,1,17.0,1,108.9,1,0,1
308,2,30.0,0,24.0,1,0,1
309,1,30.0,1,56.9292,0,0,1
310,1,24.0,1,83.1583,0,0,1
311,1,18.0,1,262.375,2,2,1
312,2,26.0,1,26.0,1,1,0
313,3,28.0,0,7.8958,0,0,0
314,2,43.0,0,26.25,1,1,0
315,3,26.0,1,7.8542,0,0,0
316,2,24.0,1,26.0,1,0,0
317,2,54.0,0,14.0,0,0,0
318,1,31.0,1,164.8667,0,2,0
319,1,40.0,1,134.5,1,1,1
320,3,22.0,0,7.25,0,0,0
321,3,27.0,0,7.8958,0,0,0
322,2,30.0,1,12.35,0,0,2
323,2,22.0,1,29.0,1,1,0
324,3,28.0,0,69.55,8,2,0
325,1,36.0,1,135.6333,0,0,1
326,3,61.0,0,6.2375,0,0,0
327,2,36.0,1,13.0,0,0,0
328,3,31.0,1,20.525,1,1,0
329,1,16.0,1,57.9792,0,1,1
330,3,28.0,1,23.25,2,0,2
331,1,45.5,0,28.5,0,0,0
332,1,38.0,0,153.4625,0,1,0
333,3,16.0,0,18.0,2,0,0
334,1,28.0,1,133.65,1,0,0
335,3,28.0,0,7.8958,0,0,0
336,1,29.0,0,66.6,1,0,0
337,1,41.0,1,134.5,0,0,1
338,3,45.0,0,8.05,0,0,0
339,1,45.0,0,35.5,0,0,0
340,2,2.0,0,26.0,1,1,0
341,1,24.0,1,263.0,3,2,0
342,2,28.0,0,13.0,0,0,0
343,2,25.0,0,13.0,0,0,0
344,2,36.0,0,13.0,0,0,0
345,2,24.0,1,13.0,0,0,0
346,2,40.0,1,13.0,0,0,0
347,3,28.0,1,16.1,1,0,0
348,3,3.0,0,15.9,1,1,0
349,3,42.0,0,8.6625,0,0,0
350,3,23.0,0,9.225,0,0,0
351,1,28.0,0,35.0,0,0,0
352,3,15.0,0,7.2292,1,1,1
353,3,25.0,0,17.8,1,0,0
354,3,28.0,0,7.225,0,0,1
355,3,28.0,0,9.5,0,0,0
356,1,22.0,1,55.0,0,1,0
357,2,38.0,1,13.0,0,0,0
358,3,28.0,1,7.8792,0,0,2
359,3,28.0,1,7.8792,0,0,2
360,3,40.0,0,27.9,1,4,0
361,2,29.0,0,27.7208,1,0,1
362,3,45.0,1,14.4542,0,1,1
363,3,35.0,0,7.05,0,0,0
364,3,28.0,0,15.5,1,0,2
365,3,30.0,0,7.25,0,0,0
366,1,60.0,1,75.25,1,0,1
367,3,28.0,1,7.2292,0,0,1
368,3,28.0,1,7.75,0,0,2
369,1,24.0,1,69.3,0,0,1
370,1,25.0,0,55.4417,1,0,1
371,3,18.0,0,6.4958,1,0,0
372,3,19.0,0,8.05,0,0,0
373,1,22.0,0,135.6333,0,0,1
374,3,3.0,1,21.075,3,1,0
375,1,28.0,1,82.1708,1,0,1
376,3,22.0,1,7.25,0,0,0
377,1,27.0,0,211.5,0,2,1
378,3,20.0,0,4.0125,0,0,1
379,3,19.0,0,7.775,0,0,0
380,1,42.0,1,227.525,0,0,1
381,3,1.0,1,15.7417,0,2,1
382,3,32.0,0,7.925,0,0,0
383,1,35.0,1,52.0,1,0,0
384,3,28.0,0,7.8958,0,0,0
385,2,18.0,0,73.5,0,0,0
386,3,1.0,0,46.9,5,2,0
387,2,36.0,1,13.0,0,0,0
388,3,28.0,0,7.7292,0,0,2
389,2,17.0,1,12.0,0,0,1
390,1,36.0,0,120.0,1,2,0
391,3,21.0,0,7.7958,0,0,0
392,3,28.0,0,7.925,2,0,0
393,1,23.0,1,113.275,1,0,1
394,3,24.0,1,16.7,0,2,0
395,3,22.0,0,7.7958,0,0,0
396,3,31.0,1,7.8542,0,0,0
397,2,46.0,0,26.0,0,0,0
398,2,23.0,0,10.5,0,0,0
399,2,28.0,1,12.65,0,0,0
400,3,39.0,0,7.925,0,0,0
401,3,26.0,0,8.05,0,0,0
402,3,21.0,1,9.825,1,0,0
403,3,28.0,0,15.85,1,0,0
404,3,20.0,1,8.6625,0,0,0
405,2,34.0,0,21.0,1,0,0
406,3,51.0,0,7.75,0,0,0
407,2,3.0,0,18.75,1,1,0
408,3,21.0,0,7.775,0,0,0
409,3,28.0,1,25.4667,3,1,0
410,3,28.0,0,7.8958,0,0,0
411,3,28.0,0,6.8583,0,0,2
412,1,33.0,1,90.0,1,0,2
413,2,28.0,0,0.0,0,0,0
414,3,44.0,0,7.925,0,0,0
415,3,28.0,1,8.05,0,0,0
416,2,34.0,1,32.5,1,1,0
417,2,18.0,1,13.0,0,2,0
418,2,30.0,0,13.0,0,0,0
419,3,10.0,1,24.15,0,2,0
420,3,28.0,0,7.8958,0,0,1
421,3,21.0,0,7.7333,0,0,2
422,3,29.0,0,7.875,0,0,0
423,3,28.0,1,14.4,1,1,0
424,3,18.0,0,20.2125,1,1,0
425,3,28.0,0,7.25,0,0,0
426,2,28.0,1,26.0,1,0,0
427,2,19.0,1,26.0,0,0,0
428,3,28.0,0,7.75,0,0,2
429,3,32.0,0,8.05,0,0,0
430,1,28.0,0,26.55,0,0,0
431,3,28.0,1,16.1,1,0,0
432,2,42.0,1,26.0,1,0,0
433,3,17.0,0,7.125,0,0,0
434,1,50.0,0,55.9,1,0,0
435,1,14.0,1,120.0,1,2,0
436,3,21.0,1,34.375,2,2,0
437,2,24.0,1,18.75,2,3,0
438,1,64.0,0,263.0,1,4,0
439,2,31.0,0,10.5,0,0,0
440,2,45.0,1,26.25,1,1,0
441,3,20.0,0,9.5,0,0,0
442,3,25.0,0,7.775,1,0,0
443,2,28.0,1,13.0,0,0,0
444,3,28.0,0,8.1125,0,0,0
445,1,4.0,0,81.8583,0,2,0
446,2,13.0,1,19.5,0,1,0
447,1,34.0,0,26.55,0,0,0
448,3,5.0,1,19.2583,2,1,1
449,1,52.0,0,30.5,0,0,0
450,2,36.0,0,27.75,1,2,0
451,3,28.0,0,19.9667,1,0,0
452,1,30.0,0,27.75,0,0,1
453,1,49.0,0,89.1042,1,0,1
454,3,28.0,0,8.05,0,0,0
455,3,29.0,0,7.8958,0,0,1
456,1,65.0,0,26.55,0,0,0
457,1,28.0,1,51.8625,1,0,0
458,2,50.0,1,10.5,0,0,0
459,3,28.0,0,7.75,0,0,2
460,1,48.0,0,26.55,0,0,0
461,3,34.0,0,8.05,0,0,0
462,1,47.0,0,38.5,0,0,0
463,2,48.0,0,13.0,0,0,0
464,3,28.0,0,8.05,0,0,0
465,3,38.0,0,7.05,0,0,0
466,2,28.0,0,0.0,0,0,0
467,1,56.0,0,26.55,0,0,0
468,3,28.0,0,7.725,0,0,2
469,3,0.75,1,19.2583,2,1,1
470,3,28.0,0,7.25,0,0,0
471,3,38.0,0,8.6625,0,0,0
472,2,33.0,1,27.75,1,2,0
473,2,23.0,1,13.7917,0,0,1
474,3,22.0,1,9.8375,0,0,0
475,1,28.0,0,52.0,0,0,0
476,2,34.0,0,21.0,1,0,0
477,3,29.0,0,7.0458,1,0,0
478,3,22.0,0,7.5208,0,0,0
479,3,2.0,1,12.2875,0,1,0
480,3,9.0,0,46.9,5,2,0
481,2,28.0,0,0.0,0,0,0
482,3,50.0,0,8.05,0,0,0
483,3,63.0,1,9.5875,0,0,0
484,1,25.0,0,91.0792,1,0,1
485,3,28.0,1,25.4667,3,1,0
486,1,35.0,1,90.0,1,0,0
487,1,58.0,0,29.7,0,0,1
488,3,30.0,0,8.05,0,0,0
489,3,9.0,0,15.9,1,1,0
490,3,28.0,0,19.9667,1,0,0
491,3,21.0,0,7.25,0,0,0
492,1,55.0,0,30.5,0,0,0
493,1,71.0,0,49.5042,0,0,1
494,3,21.0,0,8.05,0,0,0
495,3,28.0,0,14.4583,0,0,1
496,1,54.0,1,78.2667,1,0,1
497,3,28.0,0,15.1,0,0,0
498,1,25.0,1,151.55,1,2,0
499,3,24.0,0,7.7958,0,0,0
500,3,17.0,0,8.6625,0,0,0
501,3,21.0,1,7.75,0,0,2
502,3,28.0,1,7.6292,0,0,2
503,3,37.0,1,9.5875,0,0,0
504,1,16.0,1,86.5,0,0,0
505,1,18.0,0,108.9,1,0,1
506,2,33.0,1,26.0,0,2,0
507,1,28.0,0,26.55,0,0,0
508,3,28.0,0,22.525,0,0,0
509,3,26.0,0,56.4958,0,0,0
510,3,29.0,0,7.75,0,0,2
511,3,28.0,0,8.05,0,0,0
512,1,36.0,0,26.2875,0,0,0
513,1,54.0,1,59.4,1,0,1
514,3,24.0,0,7.4958,0,0,0
515,1,47.0,0,34.0208,0,0,0
516,2,34.0,1,10.5,0,0,0
517,3,28.0,0,24.15,0,0,2
518,2,36.0,1,26.0,1,0,0
519,3,32.0,0,7.8958,0,0,0
520,1,30.0,1,93.5,0,0,0
521,3,22.0,0,7.8958,0,0,0
522,3,28.0,0,7.225,0,0,1
523,1,44.0,1,57.9792,0,1,1
524,3,28.0,0,7.2292,0,0,1
525,3,40.5,0,7.75,0,0,2
526,2,50.0,1,10.5,0,0,0
527,1,28.0,0,221.7792,0,0,0
528,3,39.0,0,7.925,0,0,0
529,2,23.0,0,11.5,2,1,0
530,2,2.0,1,26.0,1,1,0
531,3,28.0,0,7.2292,0,0,1
532,3,17.0,0,7.2292,1,1,1
533,3,28.0,1,22.3583,0,2,1
534,3,30.0,1,8.6625,0,0,0
535,2,7.0,1,26.25,0,2,0
536,1,45.0,0,26.55,0,0,0
537,1,30.0,1,106.425,0,0,1
538,3,28.0,0,14.5,0,0,0
539,1,22.0,1,49.5,0,2,1
540,1,36.0,1,71.0,0,2,0
541,3,9.0,1,31.275,4,2,0
542,3,11.0,1,31.275,4,2,0
543,2,32.0,0,26.0,1,0,0
544,1,50.0,0,106.425,1,0,1
545,1,64.0,0,26.0,0,0,0
546,2,19.0,1,26.0,1,0,0
547,2,28.0,0,13.8625,0,0,1
548,3,33.0,0,20.525,1,1,0
549,2,8.0,0,36.75,1,1,0
550,1,17.0,0,110.8833,0,2,1
551,2,27.0,0,26.0,0,0,0
552,3,28.0,0,7.8292,0,0,2
553,3,22.0,0,7.225,0,0,1
554,3,22.0,1,7.775,0,0,0
555,1,62.0,0,26.55,0,0,0
556,1,48.0,1,39.6,1,0,1
557,1,28.0,0,227.525,0,0,1
558,1,39.0,1,79.65,1,1,0
559,3,36.0,1,17.4,1,0,0
560,3,28.0,0,7.75,0,0,2
561,3,40.0,0,7.8958,0,0,0
562,2,28.0,0,13.5,0,0,0
563,3,28.0,0,8.05,0,0,0
564,3,28.0,1,8.05,0,0,0
565,3,24.0,0,24.15,2,0,0
566,3,19.0,0,7.8958,0,0,0
567,3,29.0,1,21.075,0,4,0
568,3,28.0,0,7.2292,0,0,1
569,3,32.0,0,7.8542,0,0,0
570,2,62.0,0,10.5,0,0,0
571,1,53.0,1,51.4792,2,0,0
572,1,36.0,0,26.3875,0,0,0
573,3,28.0,1,7.75,0,0,2
574,3,16.0,0,8.05,0,0,0
575,3,19.0,0,14.5,0,0,0
576,2,34.0,1,13.0,0,0,0
577,1,39.0,1,55.9,1,0,0
578,3,28.0,1,14.4583,1,0,1
579,3,32.0,0,7.925,0,0,0
580,2,25.0,1,30.0,1,1,0
581,1,39.0,1,110.8833,1,1,1
582,2,54.0,0,26.0,0,0,0
583,1,36.0,0,40.125,0,0,1
584,3,28.0,0,8.7125,0,0,1
585,1,18.0,1,79.65,0,2,0
586,2,47.0,0,15.0,0,0,0
587,1,60.0,0,79.2,1,1,1
588,3,22.0,0,8.05,0,0,0
589,3,28.0,0,8.05,0,0,0
590,3,35.0,0,7.125,0,0,0
591,1,52.0,1,78.2667,1,0,1
592,3,47.0,0,7.25,0,0,0
593,3,28.0,1,7.75,0,2,2
594,2,37.0,0,26.0,1,0,0
595,3,36.0,0,24.15,1,1,0
596,2,28.0,1,33.0,0,0,0
597,3,49.0,0,0.0,0,0,0
598,3,28.0,0,7.225,0,0,1
599,1,49.0,0,56.9292,1,0,1
600,2,24.0,1,27.0,2,1,0
601,3,28.0,0,7.8958,0,0,0
602,1,28.0,0,42.4,0,0,0
603,3,44.0,0,8.05,0,0,0
604,1,35.0,0,26.55,0,0,1
605,3,36.0,0,15.55,1,0,0
606,3,30.0,0,7.8958,0,0,0
607,1,27.0,0,30.5,0,0,0
608,2,22.0,1,41.5792,1,2,1
609,1,40.0,1,153.4625,0,0,0
610,3,39.0,1,31.275,1,5,0
611,3,28.0,0,7.05,0,0,0
612,3,28.0,1,15.5,1,0,2
613,3,28.0,0,7.75,0,0,2
614,3,35.0,0,8.05,0,0,0
615,2,24.0,1,65.0,1,2,0
616,3,34.0,0,14.4,1,1,0
617,3,26.0,1,16.1,1,0,0
618,2,4.0,1,39.0,2,1,0
619,2,26.0,0,10.5,0,0,0
620,3,27.0,0,14.4542,1,0,1
621,1,42.0,0,52.5542,1,0,0
622,3,20.0,0,15.7417,1,1,1
623,3,21.0,0,7.8542,0,0,0
624,3,21.0,0,16.1,0,0,0
625,1,61.0,0,32.3208,0,0,0
626,2,57.0,0,12.35,0,0,2
627,1,21.0,1,77.9583,0,0,0
628,3,26.0,0,7.8958,0,0,0
629,3,28.0,0,7.7333,0,0,2
630,1,80.0,0,30.0,0,0,0
631,3,51.0,0,7.0542,0,0,0
632,1,32.0,0,30.5,0,0,1
633,1,28.0,0,0.0,0,0,0
634,3,9.0,1,27.9,3,2,0
635,2,28.0,1,13.0,0,0,0
636,3,32.0,0,7.925,0,0,0
637,2,31.0,0,26.25,1,1,0
638,3,41.0,1,39.6875,0,5,0
639,3,28.0,0,16.1,1,0,0
640,3,20.0,0,7.8542,0,0,0
641,1,24.0,1,69.3,0,0,1
642,3,2.0,1,27.9,3,2,0
643,3,28.0,0,56.4958,0,0,0
644,3,0.75,1,19.2583,2,1,1
645,1,48.0,0,76.7292,1,0,1
646,3,19.0,0,7.8958,0,0,0
647,1,56.0,0,35.5,0,0,1
648,3,28.0,0,7.55,0,0,0
649,3,23.0,1,7.55,0,0,0
650,3,28.0,0,7.8958,0,0,0
651,2,18.0,1,23.0,0,1,0
652,3,21.0,0,8.4333,0,0,0
653,3,28.0,1,7.8292,0,0,2
654,3,18.0,1,6.75,0,0,2
655,2,24.0,0,73.5,2,0,0
656,3,28.0,0,7.8958,0,0,0
657,3,32.0,1,15.5,1,1,2
658,2,23.0,0,13.0,0,0,0
659,1,58.0,0,113.275,0,2,1
660,1,50.0,0,133.65,2,0,0
661,3,40.0,0,7.225,0,0,1
662,1,47.0,0,25.5875,0,0,0
663,3,36.0,0,7.4958,0,0,0
664,3,20.0,0,7.925,1,0,0
665,2,32.0,0,73.5,2,0,0
666,2,25.0,0,13.0,0,0,0
667,3,28.0,0,7.775,0,0,0
668,3,43.0,0,8.05,0,0,0
669,1,28.0,1,52.0,1,0,0
670,2,40.0,1,39.0,1,1,0
671,1,31.0,0,52.0,1,0,0
672,2,70.0,0,10.5,0,0,0
673,2,31.0,0,13.0,0,0,0
674,2,28.0,0,0.0,0,0,0
675,3,18.0,0,7.775,0,0,0
676,3,24.5,0,8.05,0,0,0
677,3,18.0,1,9.8417,0,0,0
678,3,43.0,1,46.9,1,6,0
679,1,36.0,0,512.3292,0,1,1
680,3,28.0,1,8.1375,0,0,2
681,1,27.0,0,76.7292,0,0,1
682,3,20.0,0,9.225,0,0,0
683,3,14.0,0,46.9,5,2,0
684,2,60.0,0,39.0,1,1,0
